學號,性別,學籍班(簡稱),入學年,入學月,入學身分,入學方式,名額區分,部別,學制,系科,通訊郵遞區號,戶籍郵遞區號,畢業方式,畢業年月,畢業學校,畢業科系,是否新住民二代
10816***,女,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,429,429,畢業,10806,4171 縣立三義高中（日間部）,多媒體設計,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,414,414,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,403,403,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10816***,女,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,408,408,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,433,433,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,414,413,畢業,10806,4831 私立僑泰高中（日間部）,多媒體設計科,否
10816***,女,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,509,509,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10816***,女,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,420,420,畢業,10806,4731 私立大明高中（日間部）,廣告設計科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,408,408,畢業,10806,4451 私立嶺東高中（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,403,403,畢業,10806,4681 市立霧峰農工（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,411,411,畢業,10806,4681 市立霧峰農工（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,600,600,畢業,10806,6211 國立民雄農工（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,402,402,肄業,10806,4831 私立僑泰高中（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,414,414,畢業,10806,4831 私立僑泰高中（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,433,433,畢業,10806,4651 市立沙鹿高工（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,421,421,畢業,10806,4801 私立致用高中（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,428,428,畢業,10806,4801 私立致用高中（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,437,437,畢業,10806,4801 私立致用高中（日間部）,汽車科,否
10816***,男,日工設產品108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制電腦輔助工業設計系產品設計組,437,437,畢業,10806,4801 私立致用高中（日間部）,汽車科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,324,324,畢業,10806,3271 桃園市育達高中（日間部）,餐飲管理科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,407,351,畢業,10806,4101 私立君毅高中（日間部）,餐飲管理科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,406,406,畢業,10806,4411 私立明德高中（日間部）,餐飲管理科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,408,408,畢業,10806,4411 私立明德高中（日間部）,餐飲管理科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,358,358,畢業,10806,4151 私立龍德家商（日間部）,時尚造型科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,220,220,畢業,10806,2311 私立樹人家商（日間部）,幼兒保育科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,404,404,畢業,10806,4343 市立臺中家商（進修部）,服裝製作科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,510,510,畢業,10806,5181 私立達德商工（日間部）,美容科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,433,433,畢業,10806,4771 私立明台高中（日間部）,美容科,否
10815***,女,日創設108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,508,508,畢業,10806,5181 私立達德商工（日間部）,美容科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,511,511,畢業,10806,5141 私立文興高中（日間部）,其他,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,402,402,畢業,10806,4831 私立僑泰高中（日間部）,多媒體設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,407,407,畢業,10806,4451 私立嶺東高中（日間部）,多媒體設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,406,406,畢業,10806,4451 私立嶺東高中（日間部）,多媒體設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,406,404,畢業,10806,4451 私立嶺東高中（日間部）,多媒體設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,515,515,畢業,10806,5111 國立員林崇實高工（日間部）,家具設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,511,511,畢業,10806,5141 私立文興高中（日間部）,其他,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,406,406,畢業,10806,4781 私立明道高中（日間部）,廣告設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,514,514,肄業,10806,5121 國立彰師附工（日間部）,鑄造科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,407,407,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,406,畢業,10806,4471 財團法人光華高工（日間部）,多媒體動畫科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,407,407,畢業,10806,4471 財團法人光華高工（日間部）,室內空間設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,420,420,畢業,10806,4471 財團法人光華高工（日間部）,室內空間設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,406,406,畢業,10806,4471 財團法人光華高工（日間部）,室內空間設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,403,403,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,427,畢業,10806,4661 市立東勢高工（日間部）,家具設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,406,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,540,540,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,413,413,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,428,428,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,421,421,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,401,401,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,412,412,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,414,414,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,412,412,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,427,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,408,408,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,701,701,畢業,10806,6461 臺南市光華高中（日間部）,商業設計,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,406,406,畢業,10806,4731 私立大明高中（日間部）,美工科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,412,412,畢業,10806,4731 私立大明高中（日間部）,美工科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,402,402,畢業,10806,4731 私立大明高中（日間部）,多媒體動畫科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,427,畢業,10806,4731 私立大明高中（日間部）,多媒體動畫科,否
10815***,女,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,427,427,畢業,10806,4731 私立大明高中（日間部）,廣告設計科,否
10815***,男,日創設108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制生活創意設計系,300,300,畢業,10806,3601 私立世界高中（日間部）,美工科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,511,511,畢業,10806,5051 國立二林工商（日間部）,資料處理科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,509,509,畢業,10806,5051 國立二林工商（日間部）,資料處理科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,500,500,畢業,10806,5051 國立二林工商（日間部）,資料處理科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4671 市立豐原高商（日間部）,國際貿易科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4341 市立臺中家商（日間部）,資料處理科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,407,406,畢業,10806,4421 私立新民高中（日間部）,資料處理科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,247,247,畢業,10806,1881 市立三重商工（日間部）,商業經營科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,508,508,畢業,10806,5011 國立鹿港高中（日間部）,國際貿易科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4421 私立新民高中（日間部）,國際貿易科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,421,421,畢業,10806,4801 私立致用高中（日間部）,資料處理科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,407,407,畢業,10806,4451 私立嶺東高中（日間部）,多媒體設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,408,408,畢業,10806,4451 私立嶺東高中（日間部）,多媒體設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,402,402,畢業,10806,4451 私立嶺東高中（日間部）,多媒體設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,404,404,畢業,10806,4421 私立新民高中（日間部）,多媒體設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,515,515,畢業,10806,5141 私立文興高中（日間部）,其他,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,820,820,畢業,10806,6481 私立長榮高中（日間部）,美工科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,402,402,畢業,10806,4681 市立霧峰農工（日間部）,機械科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,411,411,畢業,10806,4471 財團法人光華高工（日間部）,多媒體動畫科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,411,411,畢業,10806,4471 財團法人光華高工（日間部）,室內空間設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,408,408,畢業,10806,4471 財團法人光華高工（日間部）,室內空間設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,403,403,畢業,10806,4831 私立僑泰高中（日間部）,多媒體設計科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,407,407,畢業,10806,4781 私立明道高中（日間部）,美工科,否
10815***,女,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,407,407,畢業,10806,4831 私立僑泰高中（日間部）,廣告設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,436,436,畢業,10806,4781 私立明道高中（日間部）,美工科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,510,510,畢業,10806,5061 國立北斗家商（日間部）,廣告設計科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,406,406,畢業,10806,4731 私立大明高中（日間部）,多媒體動畫科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,411,406,畢業,10806,4771 私立明台高中（日間部）,室內設計科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4411 私立明德高中（日間部）,多媒體設計科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,403,403,畢業,10806,4411 私立明德高中（日間部）,多媒體設計科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,404,404,畢業,10806,4411 私立明德高中（日間部）,多媒體設計科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,412,412,畢業,10806,4411 私立明德高中（日間部）,廣告設計科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,414,414,畢業,10806,4731 私立大明高中（日間部）,廣告設計科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,411,411,畢業,10806,4731 私立大明高中（日間部）,廣告設計科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,300,300,畢業,10806,3601 私立世界高中（日間部）,美工科,否
10815***,女,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,420,420,畢業,10806,4821 私立慈明高中（日間部）,廣告設計科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,408,408,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,428,428,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,402,402,畢業,10806,4831 私立僑泰高中（日間部）,資訊科,否
10815***,男,日多遊108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,408,408,畢業,10806,4781 私立明道高中（日間部）,資訊科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,407,407,畢業,10806,4401 私立宜寧高中（日間部）,資訊科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,401,401,畢業,10806,4731 私立大明高中（日間部）,資訊科,否
10815***,男,日多遊108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制多媒體與遊戲設計系,412,412,畢業,10806,4731 私立大明高中（日間部）,資訊科,否
10815***,女,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,970,970,畢業,10806,8451 國立花蓮高商（日間部）,資料處理科,否
10815***,女,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,428,428,畢業,10806,4671 市立豐原高商（日間部）,資料處理科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,503,503,畢業,10806,5101 國立員林農工（日間部）,電子商務科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,500,500,畢業,10806,5131 國立彰化高商（日間部）,資料處理科,否
10815***,女,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,428,428,畢業,10806,4421 私立新民高中（日間部）,資料處理科,否
10815***,女,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,400,400,畢業,10806,4421 私立新民高中（日間部）,資料處理科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,427,427,畢業,10806,4421 私立新民高中（日間部）,資料處理科,否
10815***,女,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,973,973,畢業,10806,8451 國立花蓮高商（日間部）,資料處理科,否
10815***,女,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,500,500,畢業,10806,5011 國立鹿港高中（日間部）,商業經營科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,520,521,畢業,10806,5141 私立文興高中（日間部）,其他,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,434,434,畢業,10806,4401 私立宜寧高中（日間部）,資料處理科,否
10815***,女,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,510,510,畢業,10806,4781 私立明道高中（日間部）,資料處理科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,402,402,畢業,10806,4411 私立明德高中（日間部）,資料處理科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,429,429,畢業,10806,4601 市立大甲高中（日間部）,資訊應用,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,407,407,畢業,10806,4451 私立嶺東高中（日間部）,電子科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,406,406,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,41474,414,畢業,10806,4831 私立僑泰高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,542,542,畢業,10806,4831 私立僑泰高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,406,406,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,404,404,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,406,406,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,407,407,畢業,10806,4421 私立新民高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,429,429,畢業,10806,4731 私立大明高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,411,411,畢業,10806,4471 財團法人光華高工（日間部）,電子科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,404,404,畢業,10806,4401 私立宜寧高中（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,407,407,畢業,10806,4471 財團法人光華高工（日間部）,資訊科,否
10815***,男,日資科108孝,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,407,407,畢業,10806,4471 財團法人光華高工（日間部）,資訊科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,428,428,畢業,10806,4471 財團法人光華高工（日間部）,電子科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,408,408,畢業,10806,4781 私立明道高中（日間部）,資訊科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,407,407,畢業,10806,4781 私立明道高中（日間部）,資訊科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,402,402,畢業,10806,4781 私立明道高中（日間部）,資訊科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,408,408,畢業,10806,4831 私立僑泰高中（日間部）,資訊科,否
10815***,男,日資科108忠,108,8,一般生,甄選入學,內含,日間部,日間部大學部四年制,日間部大學部四年制資訊科技系,407,407,畢業,10806,4831 私立僑泰高中（日間部）,資訊科,否
